Organisation Name,Section,Costs (Higher),Financial year: End Date
Universit_ Telematica Unisanraffaele - Switzerland (UNISE),"IV - Think tanks, research and academic institutions",24999,01/08/2017
Olivia Lind Haldorsson/Bottes Vertes,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
Institute of global transformation,"IV - Think tanks, research and academic institutions",9999,01/01/2017
CENTR - Council of European Top Level Domain Registries (CENTR),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Eo Ipso Communications,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
European Nursery Products Confederation (ENPC),II - In-house lobbyists and trade/business/professional associations,24999,01/11/2017
EU-Japan Centre for Industrial Cooperation (EU-Japan Centre),III - Non-governmental organisations,9999,01/03/2017
AICO EDV-Beratung GmbH (AICO),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
Fratini&Associati (Fratini),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
Deutsche Aktuarvereinigung e.V. (DAV),II - In-house lobbyists and trade/business/professional associations,100000,01/12/2017
CLUSTER MARêTIMO ESPA‹OL (CME),III - Non-governmental organisations,9999,01/12/2017
IG Group Holdings PLC (IG),II - In-house lobbyists and trade/business/professional associations,150000,01/05/2017
CME Group,II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
Wikimedia Deutschland e.V. - Gesellschaft zur F_rderung Freien Wissens (WMDE),III - Non-governmental organisations,199999,01/12/2017
Asociaci„n empresarial para la protecci„n de las plantas (Aepla),II - In-house lobbyists and trade/business/professional associations,100000,01/12/2017
Utility Support Group (USG) B.V. (USG),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2017
European Group for Generic Veterinary Products (EGGVP),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
ASOCIACIÓN ESPA‹OLA DE FACTORING (AEF),II - In-house lobbyists and trade/business/professional associations,2000,01/12/2017
Grand Orient de France (G.O.D.F.),III - Non-governmental organisations,49999,01/12/2017
Association Mondiale de M_diarbitrage (AMM),I - Professional consultancies/law firms/self-employed consultants,9999,01/01/2017
The Danish Society for Nature Conservation (DN),III - Non-governmental organisations,9999,01/01/2017
UBS Group AG (UBS),II - In-house lobbyists and trade/business/professional associations,1499999,01/12/2017
ITE ambiental SL (ITE ambiental),I - Professional consultancies/law firms/self-employed consultants,12000,01/12/2017
European Federation for Investment Law and Arbitration (EFILA),"IV - Think tanks, research and academic institutions",9999,01/12/2017
Ammattiliitto Pro ry (Pro),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
European Leadership Network (ELN),"IV - Think tanks, research and academic institutions",9999,01/02/2017
London Stock Exchange Group (LSEG),II - In-house lobbyists and trade/business/professional associations,499999,01/12/2017
Finnish Institute of International Affairs (FIIA),"IV - Think tanks, research and academic institutions",199999,01/12/2017
Safe Food Advocacy Europe (SAFE),III - Non-governmental organisations,9999,01/01/2017
European Academy of the Regions (EAR-AER),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/01/2017
Huvepharma,II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
Deloitte & Associ_s,I - Professional consultancies/law firms/self-employed consultants,24999,01/05/2017
Belgian & Luxembourg Federation of Automotive & Two-wheeler Industry (FEBIAC),II - In-house lobbyists and trade/business/professional associations,99999,01/03/2017
PubAffairsBruxelles ASBL (PABXL),"IV - Think tanks, research and academic institutions",99999,01/12/2017
EUROCAM,III - Non-governmental organisations,14000,01/12/2017
EUROSLAG (EUROSLAG),II - In-house lobbyists and trade/business/professional associations,40000,01/12/2017
Verband der Grônder und Selbstst_ndigen Deutschland (VGSD) e.V. (VGSD),II - In-house lobbyists and trade/business/professional associations,3000,01/12/2017
Animal & Plant Health Association (APHA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
MICROELECTRONICA S.A. (MICROEL),II - In-house lobbyists and trade/business/professional associations,499999,01/12/2017
Passerelle EU,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2017
Promote Ukraine,III - Non-governmental organisations,9999,01/04/2017
Avalara Europe Limited,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
F€D€RATION EUROP€ENNE DES TRANSFORMATEURS DE TABAC (FETRATAB),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Wave di M. Bettinelli (WAVE),I - Professional consultancies/law firms/self-employed consultants,5000,01/12/2017
The Skill Set (none),I - Professional consultancies/law firms/self-employed consultants,99999,01/03/2017
Salesforce,II - In-house lobbyists and trade/business/professional associations,799999,01/01/2017
E J Consultants (London) Limited (EJ Consultants),I - Professional consultancies/law firms/self-employed consultants,49999,01/01/2017
Swiss Re Ltd.,II - In-house lobbyists and trade/business/professional associations,230000,01/12/2017
Etihad Airways,II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
Association of European Businesses (AEB),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Belgian Structured Investment Products Association (BELSIPA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
"Institute of social innovation, ltd. (ISI, ltd.)","IV - Think tanks, research and academic institutions",9000,01/12/2017
Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (Leibniz-Gemeinschaft),"IV - Think tanks, research and academic institutions",699999,01/12/2017
Moït Hennessy,II - In-house lobbyists and trade/business/professional associations,399999,01/12/2017
Advocacy Strategies AG,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
recrate e.V. (recrate),II - In-house lobbyists and trade/business/professional associations,1000,01/12/2017
"SIDUL A‰÷CARES, UNIPESSOAL, LDA. (SIDUL)",II - In-house lobbyists and trade/business/professional associations,99999,01/09/2017
Law Society of Scotland (LSS),II - In-house lobbyists and trade/business/professional associations,199999,01/10/2017
Booking.com B.V.,II - In-house lobbyists and trade/business/professional associations,200000,01/12/2017
Airlines International Representation in Europe (AIRE),"IV - Think tanks, research and academic institutions",199999,01/12/2017
Movimento Italiano in Europa (MIE),III - Non-governmental organisations,9999,01/10/2017
R_seau National de Surveillance A_robiologique (RNSA),III - Non-governmental organisations,599999,01/12/2017
British Broadcasting Corporation (BBC),II - In-house lobbyists and trade/business/professional associations,99999,01/03/2017
EUROSAFE GmbH (EUROSAFE),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/01/2017
HERMES INTERNATIONAL,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
Naspers,II - In-house lobbyists and trade/business/professional associations,49999,01/04/2017
Agriculture and Horticulture Development Board (AHDB),II - In-house lobbyists and trade/business/professional associations,399999,01/03/2017
Gesellschaft fôr Ressourcenschutz mbH (GfRS),II - In-house lobbyists and trade/business/professional associations,9999,01/09/2017
European Domestic Glass (EDG),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
Japan Chemical Industry Association (JCIA),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
Guild of European Business Travel Association (GEBTA),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
FREDERIC MAURO SPRL,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
A TURQUOISE,I - Professional consultancies/law firms/self-employed consultants,199999,01/12/2017
Otsuka Novel Products GmbH (ONPG),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Red Bull GmbH,II - In-house lobbyists and trade/business/professional associations,299999,01/12/2017
Independent Academic Research Studies International Institute (The IARS Institute),"IV - Think tanks, research and academic institutions",599999,01/03/2017
LT Conseil Belgium (3BS),I - Professional consultancies/law firms/self-employed consultants,9999,01/04/2017
Aviation Initiative for Renewable Energy in Germany e.V. (aireg),III - Non-governmental organisations,9999,01/12/2017
MEKmedia GmbH,I - Professional consultancies/law firms/self-employed consultants,9999,01/01/2017
Chilosi Martelli - Studio Legale Associato,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
European Platform for Chemicals Using Manufacturing Industries (CheMI),II - In-house lobbyists and trade/business/professional associations, -   ,01/12/2017
European e-Skills Association (EeSA),III - Non-governmental organisations,9999,01/12/2017
Tesco plc (TSCO),II - In-house lobbyists and trade/business/professional associations,199999,01/02/2017
Tamara Vu_ini_,I - Professional consultancies/law firms/self-employed consultants,9999,01/01/2017
Universities UK International (UUKi),II - In-house lobbyists and trade/business/professional associations,99999,01/07/2017
Energy Drinks Europe (EDE),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
Bureau du Tibet,III - Non-governmental organisations,49999,01/03/2017
CSL Behring,II - In-house lobbyists and trade/business/professional associations,99999,01/06/2017
Arm Holdings,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
European Association of Euro-Pharmaceutical Companies (EAEPC),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
CABINET CAZEAU RONALD EXPERTISES (CRE EXPERTISES),I - Professional consultancies/law firms/self-employed consultants,50000,01/01/2017
Federation of European Film Directors - F_d_ration Europ_enne des R_alisateurs de l'Audiovisuel (FERA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
ASOCIACIÓN NACIONAL DE GRANDES EMPRESAS DE DISTRIBUCIÓN (ANGED),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Guess What (GW),I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2017
Association internationale forêts m_diterran_ennes (AIFM),III - Non-governmental organisations,9999,01/12/2017
Union de l'Industrie de la Protection des Plantes (UIPP),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
