Organisation Name,Section,Costs (Higher),Financial year: End Date
Fondazione San Patrignano Onlus,III - Non-governmental organisations,150000,01/12/2015
Social Services Europe (SSE),III - Non-governmental organisations,9999,01/12/2015
Think&Link SRL (T&L),I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
European Democrat Students (EDS),III - Non-governmental organisations,199999,01/12/2015
EuropeanFunds.info (ef.Info),I - Professional consultancies/law firms/self-employed consultants,199999,01/12/2015
Oil Companies International Marine Forum (OCIMF),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
CONSELHO EMPRESARIAL DO TÎMEGA E SOUSA (CETS),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Daten und Gesundheit (DuG),III - Non-governmental organisations,9999,01/12/2015
Philip Morris International Inc. (PMI),II - In-house lobbyists and trade/business/professional associations,999999,01/12/2015
Eandis System Operator (Eandis),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Centro Servizi Mercury s.a.s. (CSMercury),I - Professional consultancies/law firms/self-employed consultants,5000,01/12/2015
P»le de comp_titivit_ OPTITEC (OPTITEC),III - Non-governmental organisations,9999,01/12/2015
KBC Asset Management NV (KBC AM),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
Wetlands International - European Association,III - Non-governmental organisations,199999,01/12/2015
Luc Domergue Consultants (LDC conseil),I - Professional consultancies/law firms/self-employed consultants,199999,01/12/2015
Association des Praticiens de la TVA Europ_enne (APTE),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
European Small Islands Federation (ESIN),III - Non-governmental organisations,9999,01/12/2015
BXL Europe asbl (BXL Europe),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Association of National Organisations for Supervision in Europe (ANSE),III - Non-governmental organisations,9999,01/12/2015
Tattoo Ink Manufacturer of Europe (TIME),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
F_d_ration des Ensembles Vocaux et Instrumentaux Sp_cialis_s (FEVIS),III - Non-governmental organisations,9999,01/12/2015
Flyvebranchens Personale Union (FPU),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Associazione sindacale nazionale dei datori di lavoro dei collaboratori familiari (ASSINDATCOLF),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
DE CRISTOFARO SRL (DC SRL),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
European Organic Fertilizers Manufacturers Association (EUROFEMA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Tunipex,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
OP_INA VI_KOVO,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2015
MTÊ Butafoori Lasteklubi (MTÊBLK),III - Non-governmental organisations,9999,01/12/2015
Peace Lines (Messageries de la Paix),III - Non-governmental organisations,9999,01/12/2015
Med-Q (Med-Q),I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2015
Eurocolt,II - In-house lobbyists and trade/business/professional associations,10000,01/12/2015
Vereinigung zur Mitwirkung an der Entwicklung des Bilanzrechts fôr Familiengesellschaften e.V. (VMEBF),III - Non-governmental organisations,9999,01/12/2015
Autism-Europe (AE),III - Non-governmental organisations,199999,01/12/2015
Publish What You Pay (PWYP),III - Non-governmental organisations,9999,01/12/2015
Unie van Zelfstandige Ondernemers (UNIZO),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
Associazione III Millennio,III - Non-governmental organisations,9999,01/12/2015
Eurodesk Brussels Link (Eurodesk AISBL),III - Non-governmental organisations,499999,01/12/2015
Globalt Fokus,III - Non-governmental organisations,24999,01/12/2015
AustriaTech - Gesellschaft des Bundes fôr technologiepolitische Ma_nahmen GmbH (AustriaTech),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2015
Associazione delle Imprese per le Attivit_ Spaziali (AIPAS),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Kooperationen (Kooperationen),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Deutsche Forschungsgemeinschaft (DFG),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",199999,01/12/2015
Odette International Limited (Odette),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Transport Economics Ltd (TEL),I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
Out of the Box International (OTB),III - Non-governmental organisations,24999,01/12/2015
Universit_ degli Studi di Perugia (UNIPG),"IV - Think tanks, research and academic institutions",99999,01/12/2015
Wereldsolidariteit - Solidarit_ Mondiale vzw (WSM),III - Non-governmental organisations,49999,01/12/2015
__________ _______ & __________ __________ _______ (I.R.T.E.A.),"IV - Think tanks, research and academic institutions",24999,01/12/2015
Union Europ_enne des M_decins Specialistes Ocuupational Medecine Section (UEMS OMS),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",2000,01/12/2015
Turisport Europe (Turisport),III - Non-governmental organisations,9999,01/12/2015
Stc Srl (Stc Srl),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
FEDERACION NACIONAL DE ASOCIACIONES PROVINCIALES DE EMPRESARIOS DETALLISTAS DE PESCADOS (FEDEPESCA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
CERIC-ERIC (CERIC-ERIC),"IV - Think tanks, research and academic institutions",499999,01/12/2015
Consumatori per l'Europa,III - Non-governmental organisations, -   ,01/12/2015
TECNIN - Training S.A.,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Plantum,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Natural Resource Governance Institute (NRGI),III - Non-governmental organisations,9999,01/12/2015
communication matters Kollmann & Partner Public Relations GmbH (communicationmatters),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
European Venture Philanthropy Association (EVPA),III - Non-governmental organisations,99999,01/12/2015
Telia Company AB,II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
Heathrow Airport Holdings Limited (HAL),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2015
JEDEN Z NAS,III - Non-governmental organisations,99999,01/12/2015
Fiona Hall,I - Professional consultancies/law firms/self-employed consultants,9999,01/07/2015
Application Developers Alliance (Apps Alliance),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
European Materials Research Society (E-MRS),III - Non-governmental organisations,9999,01/12/2015
Oulun kaupunki/ City of Oulu,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2015
Danish Society for a Living Sea (LLH),III - Non-governmental organisations,9999,01/12/2015
QUALITIVIDADE - CONSULTORIA LDA,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
The European Network on Inclusive Education & Disability (incluD-ed),III - Non-governmental organisations,9999,01/12/2015
Salzgitter AG (SZAG),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
CHAPUS,I - Professional consultancies/law firms/self-employed consultants,10000,01/12/2015
European Confederation of Outdoor Employers (EC-OE),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
X-Media Strategies,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
AdP Internacional (AdPI),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
European Centre for International Political Economy (ECIPE),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Clann Credo - The Social Investment Fund (CCL),III - Non-governmental organisations,9999,01/12/2015
F_d_ration des cristalleries et verreries _ la main et mixtes (FCVMM),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Profesionales por la €tica (PPE),III - Non-governmental organisations,2000,01/12/2015
DNV GL,II - In-house lobbyists and trade/business/professional associations,399999,01/12/2015
Schroders plc,II - In-house lobbyists and trade/business/professional associations,399999,01/12/2015
Asociatia Industriei Muzicale din Romania (AIMR),II - In-house lobbyists and trade/business/professional associations,3000,01/12/2015
EPEX SPOT (EPEX),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Confederazione Italiana della PMI e dell'Artigianato (CONFIMPRESA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Bailey & Ehrenberg (B&E),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Ente Bilaterale dell'Artigianato Industria e Servizi (EBAIS),III - Non-governmental organisations,9999,01/12/2015
DIVULGACIÓN DINçMICA S.L.,II - In-house lobbyists and trade/business/professional associations,17000,01/07/2015
ASOCIACION DE EMPRESAS DE FRIO Y SUS TECNOLOGIAS (AEFYT),III - Non-governmental organisations,9999,01/03/2015
BBM&Associates (BBM&Associates),I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
Ville@Casali Luxury Realty Network (Ville@Casali Network),II - In-house lobbyists and trade/business/professional associations,10000,01/12/2015
SUBMARINER Network for Blue Growth EEIG (SUBMARINER Network),III - Non-governmental organisations,99999,01/12/2015
Diagnostics For Animals (formely European Manufacturers of Veterinary Diagnostics) (D4A (formely EMVD)),II - In-house lobbyists and trade/business/professional associations, -   ,01/12/2015
Invesco Asset Management Limited (IAML),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
Unione Italiana del Lavoro (UIL),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
CONSORZIO NAZIONALE IMBALLAGGI (CONAI),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
Svensk F_rs_kring,II - In-house lobbyists and trade/business/professional associations,899999,01/12/2015
European Confederation of Institutes of Internal Auditing (ECIIA),II - In-house lobbyists and trade/business/professional associations,150000,01/12/2015
Association pour la participation des entreprises françaises _ l'harmonisation comptable internationale (ACTEO),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Aqua Europa AISBL (AE),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Danfoss A/S,II - In-house lobbyists and trade/business/professional associations,499999,01/12/2015
Immagica Comunicazione,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
CLER - R_seau pour la transition _nerg_tique (CLER),III - Non-governmental organisations,24999,01/12/2015
Norwegian Accounting Standards Board (NASB - NRS),III - Non-governmental organisations,9999,01/12/2015
Ciaran Fitzgerald consulting ltd (CFC),I - Professional consultancies/law firms/self-employed consultants,2000,01/12/2015
