Organisation Name,Section,Costs (Higher),Financial year: End Date
AETMD - Association europ_enne des transformateurs de ma«s doux (AETMD),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
The EU Vegetable Oil and Proteinmeal Industry (FEDIOL),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2016
DOUX,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
FEDERACIîN EMPRESARIAL DE LA INDUSTRIA QUêMICA ESPAÜOLA (FEIQUE),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
European Association of Fish Producers Organisations (EAPO),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Association des Distributeurs d'Electricit_ en France (ADEeF),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
The Alliance for Safe Online Pharmacy in the EU Community Interest Company (ASOP EU),III - Non-governmental organisations,65000,01/12/2016
Associaç o Portuguesa de Empresas Petrolêferas (APETRO),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Unternehmerverb_nde Niedersachsen e.V. (UVN),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Antwerp World Diamond Centre (AWDC),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
APPA Biocarburantes (APPA Biocarburantes),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Grupo Compostela de Universidades (CGU),III - Non-governmental organisations,199999,01/12/2016
Des Requins et Des Hommes (DRDH),III - Non-governmental organisations,99999,01/12/2016
TheDojo.Org.UK (The Dojo UK),III - Non-governmental organisations,9999,01/01/2016
TITAN CEMENT Co. SA (TITAN),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Association de Coordination Technique Agricole (ACTA),"IV - Think tanks, research and academic institutions",9999,01/12/2016
PARRY E ASSOCIATI,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
The Bingo Association (BA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Industriegewerkschaft Metall (IG Metall),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
Reforestaciãn Sin Fronteras (RSF),III - Non-governmental organisations,9999,01/12/2016
European Gravitational Observatory (EGO),"IV - Think tanks, research and academic institutions",9999,01/12/2016
Deutscher Olympischer Sportbund (DOSB),III - Non-governmental organisations,199999,01/12/2016
Association of Cities in the Republic of Croatia (UGRH),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",24999,01/12/2016
INFOMER,II - In-house lobbyists and trade/business/professional associations, -   ,01/12/2016
Asociaciãn Empresarial de Acuicultura de Espa_a (APROMAR),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
NISSAN INTERNATIONAL,II - In-house lobbyists and trade/business/professional associations,499999,01/03/2016
Randersgades Skole (RG),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/01/2016
Bundesverband Windenergie e.V. (BWE),II - In-house lobbyists and trade/business/professional associations,20000,01/01/2016
Awridian Ltd (AWR),I - Professional consultancies/law firms/self-employed consultants,9999,01/03/2016
Stichting Pagan Federation International (PFI),III - Non-governmental organisations,9999,01/12/2016
European Health Telematics Association (EHTEL),III - Non-governmental organisations,399999,01/12/2016
European tourism association (ETOA),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Deutsche Bank AG (DB),II - In-house lobbyists and trade/business/professional associations,3379000,01/12/2016
Absolut Vapor,II - In-house lobbyists and trade/business/professional associations, -   ,01/12/2016
PCC Intermodal SA,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Acquia (ACQ),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
European Centre for Public Affairs 2.0 (ecpa2.0),"IV - Think tanks, research and academic institutions",9999,01/04/2016
Klaip_dos turizmo mokykla (KTM),"IV - Think tanks, research and academic institutions",1396267,01/12/2016
Associazione Ellisse (Ellisse),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2016
The Faculty of Advocates,II - In-house lobbyists and trade/business/professional associations,5000,01/10/2016
Prepaid Verband Deutschland e.V. (PVD),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Long Term Infrastructure Investors Association (LTIIA),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
The Alliance for Biomedical Research in Europe (the BioMed Alliance),III - Non-governmental organisations,60000,01/11/2016
ANWR GROUP eG (ANWR GROUP),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
European Network for Accessible Tourism - ENAT asbl (ENAT),III - Non-governmental organisations,24999,01/12/2016
Institut der Norddeutschen Wirtschaft e. V. (INW),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
European Network for Action on Ageing and Physical Activity (EUNAAPA),III - Non-governmental organisations,9999,01/12/2016
Groupement Europèen de Banques (G.E.B.),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
"UnternehmensGr™n e.V., Bundesverband der gr™nen Wirtschaft (UnternehmensGr™n)",III - Non-governmental organisations,9999,01/12/2016
European Opera Centre,III - Non-governmental organisations,9999,01/07/2016
Vereniging Nederlandse Sigaretten- en Kerftabakfabrikanten (VSK),II - In-house lobbyists and trade/business/professional associations,9999,01/01/2016
Hrvatski geolo_ki institut - Croatian Geological Survey (HGI-CGS),"IV - Think tanks, research and academic institutions",9999,01/12/2016
L'Alliance 7,II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Worldwide Kenpo Karate Universal Federation (WWKKUF),II - In-house lobbyists and trade/business/professional associations,9999,01/02/2016
Irish Congress Trade Unions (ICTU),III - Non-governmental organisations,4249999,01/12/2016
Berliner Komitee f™r strategische Partnerschaft im eurasischen Raum e.V. (BKSPER),III - Non-governmental organisations,9999,01/12/2016
Global Counsel Limited (GC),I - Professional consultancies/law firms/self-employed consultants,399999,01/12/2016
Virtual Physiological Human Institute for Integrative Biomedical Research (VPH Institute),"IV - Think tanks, research and academic institutions",9999,01/12/2016
European Federation of Pharmaceutical Industries and Associations (EFPIA),II - In-house lobbyists and trade/business/professional associations,5528906,01/12/2016
Wikimedia Sverige (WMSE),III - Non-governmental organisations,9999,01/12/2016
Conference of Atlantic Arc Cities (CAAC-CVAA-CCAA),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",24999,01/12/2016
World Employment Confederation-Europe,II - In-house lobbyists and trade/business/professional associations,200000,01/12/2016
Le Collectif La Paix au Sri Lanka (CPSLK),III - Non-governmental organisations,49999,01/12/2016
CIMAC - Comunidade Intermunicipal do Alentejo Central (CIMAC),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2016
International Association for Textile Care Labelling (GINETEX),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
TUSIAD (TUSIAD),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Avise,III - Non-governmental organisations,9999,01/12/2016
"Swedish Association of Mines, Mineral and Metal Producers (Svemin)",II - In-house lobbyists and trade/business/professional associations,140000,01/12/2016
UNION DE PROFESIONALES Y TRABAJADORES AUTONOMOS DE ANDALUCIA (UPTA ANDALUCIA),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2016
International Zinc Association Europe (IZA-Europe),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
European Renal Care Providers Association (ERCPA),II - In-house lobbyists and trade/business/professional associations,218545,01/12/2016
Chambers Ireland,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Vereniging van Vlaamse Provincies (VVP),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",9999,01/12/2016
Akademie f™r Raumforschung und Landesplanung (ARL),"IV - Think tanks, research and academic institutions",49999,01/12/2016
Clariant Produkte (Deutschland) GmbH,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
ARS Progetti SpA (ARS Progetti),I - Professional consultancies/law firms/self-employed consultants,999999,01/12/2016
Assicurazioni Generali S.p.A,II - In-house lobbyists and trade/business/professional associations,699999,01/12/2016
Bundesvereinigung gegen Flugl_rm (BVF),III - Non-governmental organisations,9999,01/12/2016
Asociaciãn Nacional de Empresarios Fabricantes de çridos (ANEFA),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Dansk Byggeri,II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Future for Religious Heritage (FRH),III - Non-governmental organisations,9999,01/12/2016
Delany & Co,I - Professional consultancies/law firms/self-employed consultants,49999,01/03/2016
M™nzer Bioindustrie GmbH (MBI),II - In-house lobbyists and trade/business/professional associations,49999,01/04/2016
Familienvisum e.V.,III - Non-governmental organisations,9999,01/12/2016
Svaz pr_myslu a dopravy _R (SP _R),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2016
"BeCHANGE Research Group, Institute for Public Communication, Universit_ della Svizzera italiana (USI)","IV - Think tanks, research and academic institutions",9999,01/12/2016
Baden-W™rttembergischer Handwerkstag e.V. (BWHT),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
V_rtsj_rve Kalanduspiirkond MTæ (VKP),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",49999,01/12/2016
Capital Cities and Regions Network (CCRN),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.", -   ,01/12/2016
Academy of Medical Sciences,III - Non-governmental organisations,9999,01/03/2016
Wydawnictwo Interaktywne Medutools Sp. z o.o. (Medutools),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Confederaciãn de Empresarios de Cantabria (CEOE CEPYMECantabria),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Borealis Alliance,II - In-house lobbyists and trade/business/professional associations,250000,01/12/2016
European Fireworks Association (EuFiAs),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Global Crop Diversity Trust (Crop Trust),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
WIISE,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
Comit_ de Liaison des G_omètres Europ_ens (CLGE),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Koninklijke Philips (Philips),II - In-house lobbyists and trade/business/professional associations,899999,01/12/2016
IKEM Innovation and Chemical Industries in Sweden (IKEM),II - In-house lobbyists and trade/business/professional associations,100000,01/12/2016
RHI MAGNESITA (RHIM),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Industrieverband Agrar e.V. (IVA),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
